,Image_path,room_type
114,-0.4241400627014616/12054516/A12054516_I2.jpeg,living_room
115,-0.4241400627014616/47353265/A47353265_I1.jpeg,bathroom
116,-0.4241400627014616/47353265/A47353265_I3.jpeg,bathroom
117,-0.4241400627014616/47353265/A47353265_I0.jpeg,bathroom
118,-0.4241400627014616/47353265/A47353265_I2.jpeg,bathroom
119,-0.4241400627014616/47353265/A47353265_I4.jpeg,kitchen
120,-0.4241400627014616/39151119/A39151119_I4.jpeg,dining_room
121,-0.4241400627014616/39151119/A39151119_I0.jpeg,living_room
122,-0.4241400627014616/39151119/A39151119_I2.jpeg,living_room
123,-0.4241400627014616/39151119/A39151119_I3.jpeg,bathroom
124,-0.4241400627014616/39151119/A39151119_I1.jpeg,living_room
125,-0.4241400627014616/205867/A205867_I2.jpeg,Exterior
126,-0.4241400627014616/205867/A205867_I4.jpeg,bedroom
127,-0.4241400627014616/205867/A205867_I3.jpeg,Exterior
128,-0.4241400627014616/205867/A205867_I0.jpeg,kitchen
129,-0.4241400627014616/205867/A205867_I1.jpeg,living_room
130,-0.4241400627014616/50069160/A50069160_I3.jpeg,bedroom
131,-0.4241400627014616/50069160/A50069160_I1.jpeg,bathroom
132,-0.4241400627014616/50069160/A50069160_I4.jpeg,bathroom
133,-0.4241400627014616/50069160/A50069160_I0.jpeg,bedroom
134,-0.4241400627014616/50069160/A50069160_I2.jpeg,living_room
135,-0.4241400627014616/12067652/A12067652_I3.jpeg,living_room
136,-0.4241400627014616/12067652/A12067652_I1.jpeg,living_room
137,-0.4241400627014616/12067652/A12067652_I0.jpeg,living_room
138,-0.4241400627014616/12067652/A12067652_I2.jpeg,living_room
139,-0.4241400627014616/12067652/A12067652_I4.jpeg,living_room
140,-0.4241400627014616/40203774/A40203774_I2.jpeg,kitchen
141,-0.4241400627014616/40203774/A40203774_I0.jpeg,kitchen
142,-0.4241400627014616/40203774/A40203774_I4.jpeg,kitchen
143,-0.4241400627014616/40203774/A40203774_I3.jpeg,kitchen
144,-0.4241400627014616/40203774/A40203774_I1.jpeg,kitchen
145,-0.4241400627014616/53024976/A53024976_I2.jpeg,bedroom
146,-0.4241400627014616/53024976/A53024976_I1.jpeg,bedroom
147,-0.4241400627014616/53024976/A53024976_I4.jpeg,bedroom
148,-0.4241400627014616/53024976/A53024976_I3.jpeg,bathroom
149,-0.4241400627014616/53024976/A53024976_I0.jpeg,bedroom
150,-0.0695472865310713/22522464/A22522464_I0.jpeg,dining_room
151,-0.0695472865310713/22522464/A22522464_I1.jpeg,kitchen
152,-0.0695472865310713/22522464/A22522464_I2.jpeg,bedroom
153,-0.0695472865310713/22522464/A22522464_I3.jpeg,bedroom
154,-0.0695472865310713/22522464/A22522464_I4.jpeg,living_room
155,-0.0695472865310713/35339534/A35339534_I4.jpeg,bedroom
156,-0.0695472865310713/35339534/A35339534_I0.jpeg,bedroom
157,-0.0695472865310713/35339534/A35339534_I3.jpeg,Interior
158,-0.0695472865310713/35339534/A35339534_I2.jpeg,bedroom
159,-0.0695472865310713/35339534/A35339534_I1.jpeg,living_room
160,-0.0695472865310713/32686280/A32686280_I1.jpeg,living_room
161,-0.0695472865310713/32686280/A32686280_I4.jpeg,living_room
162,-0.0695472865310713/32686280/A32686280_I0.jpeg,living_room
163,-0.0695472865310713/32686280/A32686280_I2.jpeg,living_room
164,-0.0695472865310713/32686280/A32686280_I3.jpeg,kitchen
165,-0.0695472865310713/42081787/A42081787_I3.jpeg,bathroom
166,-0.0695472865310713/42081787/A42081787_I1.jpeg,living_room
167,-0.0695472865310713/42081787/A42081787_I0.jpeg,dining_room
168,-0.0695472865310713/42081787/A42081787_I2.jpeg,bedroom
169,-0.0695472865310713/42081787/A42081787_I4.jpeg,kitchen
170,-0.0695472865310713/42822892/A42822892_I1.jpeg,bathroom
171,-0.0695472865310713/42822892/A42822892_I2.jpeg,living_room
172,-0.0695472865310713/42822892/A42822892_I3.jpeg,bedroom
173,-0.0695472865310713/42822892/A42822892_I0.jpeg,living_room
174,-0.0695472865310713/42822892/A42822892_I4.jpeg,living_room
175,-0.0695472865310713/20847854/A20847854_I4.jpeg,bathroom
176,-0.0695472865310713/20847854/A20847854_I1.jpeg,Exterior
177,-0.0695472865310713/20847854/A20847854_I0.jpeg,bedroom
178,-0.0695472865310713/20847854/A20847854_I2.jpeg,bedroom
179,-0.0695472865310713/20847854/A20847854_I3.jpeg,dining_room
180,-0.0695472865310713/24713333/A24713333_I4.jpeg,bedroom
181,-0.0695472865310713/24713333/A24713333_I2.jpeg,bedroom
182,-0.0695472865310713/24713333/A24713333_I3.jpeg,bedroom
183,-0.0695472865310713/24713333/A24713333_I0.jpeg,bedroom
184,-0.0695472865310713/24713333/A24713333_I1.jpeg,bedroom
185,-0.0695472865310713/48118337/A48118337_I2.jpeg,kitchen
186,-0.0695472865310713/48118337/A48118337_I1.jpeg,living_room
187,-0.0695472865310713/48118337/A48118337_I4.jpeg,bedroom
188,-0.0695472865310713/48118337/A48118337_I0.jpeg,living_room
189,-0.0695472865310713/48118337/A48118337_I3.jpeg,bedroom
190,-0.0695472865310713/24258225/A24258225_I2.jpeg,living_room
191,-0.0695472865310713/24258225/A24258225_I3.jpeg,bedroom
192,-0.0695472865310713/24258225/A24258225_I0.jpeg,Exterior
193,-0.0695472865310713/24258225/A24258225_I4.jpeg,living_room
194,-0.0695472865310713/24258225/A24258225_I1.jpeg,living_room
195,-0.0695472865310713/23528954/A23528954_I4.jpeg,bedroom
196,-0.0695472865310713/23528954/A23528954_I1.jpeg,living_room
197,-0.0695472865310713/23528954/A23528954_I2.jpeg,bedroom
198,-0.0695472865310713/23528954/A23528954_I0.jpeg,living_room
199,-0.0695472865310713/23528954/A23528954_I3.jpeg,bedroom
200,-0.0695472865310713/24705085/A24705085_I2.jpeg,bedroom
201,-0.0695472865310713/24705085/A24705085_I3.jpeg,bedroom
202,-0.0695472865310713/24705085/A24705085_I1.jpeg,bedroom
203,-0.0695472865310713/24705085/A24705085_I4.jpeg,bedroom
204,-0.0695472865310713/24705085/A24705085_I0.jpeg,bedroom
205,-0.0695472865310713/24712001/A24712001_I1.jpeg,living_room
206,-0.0695472865310713/24712001/A24712001_I0.jpeg,bedroom
207,-0.0695472865310713/24712001/A24712001_I3.jpeg,kitchen
208,-0.0695472865310713/24712001/A24712001_I2.jpeg,kitchen
209,-0.0695472865310713/24712001/A24712001_I4.jpeg,bedroom
210,-0.0695472865310713/35348842/A35348842_I4.jpeg,bedroom
211,-0.0695472865310713/35348842/A35348842_I3.jpeg,bedroom
212,-0.0695472865310713/35348842/A35348842_I2.jpeg,bedroom
213,-0.0695472865310713/35348842/A35348842_I0.jpeg,bedroom
214,-0.0695472865310713/35348842/A35348842_I1.jpeg,bedroom
215,-0.0695472865310713/43284827/A43284827_I1.jpeg,living_room
216,-0.0695472865310713/43284827/A43284827_I2.jpeg,living_room
217,-0.0695472865310713/43284827/A43284827_I3.jpeg,dining_room
218,-0.0695472865310713/43284827/A43284827_I4.jpeg,living_room
219,-0.0695472865310713/43284827/A43284827_I0.jpeg,living_room
220,-0.0695472865310713/33759095/A33759095_I4.jpeg,living_room
221,-0.0695472865310713/33759095/A33759095_I3.jpeg,bedroom
222,-0.0695472865310713/33759095/A33759095_I0.jpeg,bedroom
223,-0.0695472865310713/33759095/A33759095_I1.jpeg,bedroom
224,-0.0695472865310713/33759095/A33759095_I2.jpeg,bedroom
225,-0.0695472865310713/25318635/A25318635_I4.jpeg,bathroom
226,-0.0695472865310713/25318635/A25318635_I1.jpeg,bathroom
227,-0.0695472865310713/25318635/A25318635_I3.jpeg,bedroom
228,-0.0695472865310713/25318635/A25318635_I2.jpeg,bedroom
229,-0.0695472865310713/25318635/A25318635_I0.jpeg,living_room
230,-0.0695472865310713/34510107/A34510107_I0.jpeg,living_room
231,-0.0695472865310713/34510107/A34510107_I3.jpeg,living_room
232,-0.0695472865310713/34510107/A34510107_I1.jpeg,living_room
233,-0.0695472865310713/34510107/A34510107_I2.jpeg,Exterior
234,-0.0695472865310713/34510107/A34510107_I4.jpeg,living_room
235,-0.0695472865310713/27678606/A27678606_I3.jpeg,bathroom
236,-0.0695472865310713/27678606/A27678606_I2.jpeg,bedroom
237,-0.0695472865310713/27678606/A27678606_I1.jpeg,bedroom
238,-0.0695472865310713/27678606/A27678606_I4.jpeg,bathroom
239,-0.0695472865310713/27678606/A27678606_I0.jpeg,living_room
240,-0.0695472865310713/43469111/A43469111_I1.jpeg,bedroom
241,-0.0695472865310713/43469111/A43469111_I3.jpeg,bathroom
242,-0.0695472865310713/43469111/A43469111_I4.jpeg,bedroom
243,-0.0695472865310713/43469111/A43469111_I2.jpeg,bedroom
244,-0.0695472865310713/43469111/A43469111_I0.jpeg,living_room
245,-0.0695472865310713/31679597/A31679597_I3.jpeg,bedroom
246,-0.0695472865310713/31679597/A31679597_I0.jpeg,living_room
247,-0.0695472865310713/31679597/A31679597_I2.jpeg,living_room
248,-0.0695472865310713/31679597/A31679597_I1.jpeg,living_room
249,-0.0695472865310713/31679597/A31679597_I4.jpeg,living_room
250,-0.0695472865310713/31733824/A31733824_I2.jpeg,living_room
251,-0.0695472865310713/31733824/A31733824_I1.jpeg,living_room
252,-0.0695472865310713/31733824/A31733824_I3.jpeg,living_room
253,-0.0695472865310713/31733824/A31733824_I0.jpeg,living_room
254,-0.0695472865310713/31733824/A31733824_I4.jpeg,Exterior
255,0.7024277080238497/26772357/A26772357_I4.jpeg,dining_room
256,0.7024277080238497/26772357/A26772357_I0.jpeg,bedroom
257,0.7024277080238497/26772357/A26772357_I1.jpeg,bathroom
258,0.7024277080238497/26772357/A26772357_I3.jpeg,bedroom
259,0.7024277080238497/26772357/A26772357_I2.jpeg,bedroom
260,0.1792731929173841/12443469/A12443469_I3.jpeg,living_room
261,0.1792731929173841/12443469/A12443469_I4.jpeg,kitchen
262,0.1792731929173841/12443469/A12443469_I1.jpeg,Exterior
263,0.1792731929173841/12443469/A12443469_I0.jpeg,bedroom
264,0.1792731929173841/12443469/A12443469_I2.jpeg,Exterior
265,-0.688541294379767/34784144/A34784144_I1.jpeg,bedroom
266,-0.688541294379767/34784144/A34784144_I3.jpeg,kitchen
267,-0.688541294379767/34784144/A34784144_I2.jpeg,bedroom
268,-0.688541294379767/34784144/A34784144_I4.jpeg,dining_room
269,-0.688541294379767/34784144/A34784144_I0.jpeg,bedroom
270,-0.4371543724810198/29647110/A29647110_I2.jpeg,bedroom
271,-0.4371543724810198/29647110/A29647110_I1.jpeg,living_room
272,-0.4371543724810198/29647110/A29647110_I0.jpeg,bedroom
273,-0.4371543724810198/29647110/A29647110_I4.jpeg,dining_room
274,-0.4371543724810198/29647110/A29647110_I3.jpeg,bathroom
275,-0.4371543724810198/29631361/A29631361_I4.jpeg,bedroom
276,-0.4371543724810198/29631361/A29631361_I2.jpeg,bedroom
277,-0.4371543724810198/29631361/A29631361_I1.jpeg,living_room
278,-0.4371543724810198/29631361/A29631361_I0.jpeg,bedroom
279,-0.4371543724810198/29631361/A29631361_I3.jpeg,Exterior
280,-0.0728922895341975/40441894/A40441894_I3.jpeg,living_room
281,-0.0728922895341975/40441894/A40441894_I1.jpeg,bathroom
282,-0.0728922895341975/40441894/A40441894_I2.jpeg,bathroom
283,-0.0728922895341975/40441894/A40441894_I4.jpeg,living_room
284,-0.0728922895341975/40441894/A40441894_I0.jpeg,bedroom
285,-0.678252375816528/6186388/A6186388_I2.jpeg,bedroom
286,-0.678252375816528/6186388/A6186388_I4.jpeg,living_room
287,-0.678252375816528/6186388/A6186388_I3.jpeg,bathroom
288,-0.678252375816528/6186388/A6186388_I0.jpeg,bedroom
289,-0.678252375816528/6186388/A6186388_I1.jpeg,kitchen
290,-0.569413167306928/50639364/A50639364_I0.jpeg,living_room
291,-0.569413167306928/50639364/A50639364_I3.jpeg,bedroom
292,-0.569413167306928/50639364/A50639364_I4.jpeg,Interior
293,-0.569413167306928/50639364/A50639364_I1.jpeg,living_room
294,-0.569413167306928/50639364/A50639364_I2.jpeg,bedroom
295,0.7538715125862314/31290883/A31290883_I1.jpeg,bedroom
296,0.7538715125862314/31290883/A31290883_I4.jpeg,living_room
297,0.7538715125862314/31290883/A31290883_I3.jpeg,living_room
298,0.7538715125862314/31290883/A31290883_I2.jpeg,living_room
299,0.7538715125862314/31290883/A31290883_I0.jpeg,living_room
300,-0.7191551848033245/33848339/A33848339_I2.jpeg,living_room
301,-0.7191551848033245/33848339/A33848339_I4.jpeg,bedroom
302,-0.7191551848033245/33848339/A33848339_I0.jpeg,living_room
303,-0.7191551848033245/33848339/A33848339_I1.jpeg,living_room
304,-0.7191551848033245/33848339/A33848339_I3.jpeg,bedroom
305,-0.0938534905285468/40221847/A40221847_I0.jpeg,living_room
306,-0.0938534905285468/40221847/A40221847_I1.jpeg,bedroom
307,-0.0938534905285468/40221847/A40221847_I3.jpeg,living_room
308,-0.0938534905285468/40221847/A40221847_I4.jpeg,living_room
309,-0.0938534905285468/40221847/A40221847_I2.jpeg,bedroom
310,0.7360824899054805/49440365/A49440365_I3.jpeg,kitchen
311,0.7360824899054805/49440365/A49440365_I1.jpeg,living_room
312,0.7360824899054805/49440365/A49440365_I2.jpeg,living_room
313,0.7360824899054805/49440365/A49440365_I4.jpeg,living_room
314,0.7360824899054805/49440365/A49440365_I0.jpeg,living_room
315,0.7360824899054805/49479931/A49479931_I1.jpeg,bedroom
316,0.7360824899054805/49479931/A49479931_I2.jpeg,kitchen
317,0.7360824899054805/49479931/A49479931_I3.jpeg,living_room
318,0.7360824899054805/49479931/A49479931_I4.jpeg,bathroom
319,0.7360824899054805/49479931/A49479931_I0.jpeg,living_room
320,0.7360824899054805/49446856/A49446856_I3.jpeg,kitchen
321,0.7360824899054805/49446856/A49446856_I4.jpeg,bedroom
322,0.7360824899054805/49446856/A49446856_I0.jpeg,bedroom
323,0.7360824899054805/49446856/A49446856_I2.jpeg,kitchen
324,0.7360824899054805/49446856/A49446856_I1.jpeg,bedroom
325,0.5178169293946218/51688136/A51688136_I0.jpeg,living_room
326,0.5178169293946218/51688136/A51688136_I1.jpeg,living_room
327,0.5178169293946218/51688136/A51688136_I2.jpeg,kitchen
328,0.5178169293946218/51688136/A51688136_I3.jpeg,bathroom
329,0.5178169293946218/51688136/A51688136_I4.jpeg,bathroom
330,-0.0012497266223014/14307925/A14307925_I0.jpeg,living_room
331,-0.0012497266223014/14307925/A14307925_I3.jpeg,living_room
332,-0.0012497266223014/14307925/A14307925_I1.jpeg,living_room
333,-0.0012497266223014/14307925/A14307925_I4.jpeg,kitchen
334,-0.0012497266223014/14307925/A14307925_I2.jpeg,living_room
335,-0.7113803854875284/11517189/A11517189_I3.jpeg,bedroom
336,-0.7113803854875284/11517189/A11517189_I4.jpeg,bedroom
337,-0.7113803854875284/11517189/A11517189_I2.jpeg,bedroom
338,-0.7113803854875284/11517189/A11517189_I1.jpeg,Exterior
339,-0.7113803854875284/11517189/A11517189_I0.jpeg,Exterior
340,-0.7113803854875284/33026499/A33026499_I3.jpeg,bathroom
341,-0.7113803854875284/33026499/A33026499_I4.jpeg,bedroom
342,-0.7113803854875284/33026499/A33026499_I1.jpeg,bathroom
343,-0.7113803854875284/33026499/A33026499_I2.jpeg,living_room
344,-0.7113803854875284/33026499/A33026499_I0.jpeg,dining_room
345,-0.7113803854875284/33016700/A33016700_I0.jpeg,living_room
346,-0.7113803854875284/33016700/A33016700_I4.jpeg,kitchen
347,-0.7113803854875284/33016700/A33016700_I3.jpeg,Exterior
348,-0.7113803854875284/33016700/A33016700_I2.jpeg,living_room
349,-0.7113803854875284/33016700/A33016700_I1.jpeg,Interior
350,-0.7113803854875284/2147777/A2147777_I2.jpeg,bathroom
351,-0.7113803854875284/2147777/A2147777_I3.jpeg,bathroom
352,-0.7113803854875284/2147777/A2147777_I4.jpeg,bedroom
353,-0.7113803854875284/2147777/A2147777_I0.jpeg,bedroom
354,-0.7113803854875284/2147777/A2147777_I1.jpeg,bedroom
355,-0.7113803854875284/33018484/A33018484_I0.jpeg,living_room
356,-0.7113803854875284/33018484/A33018484_I2.jpeg,bedroom
357,-0.7113803854875284/33018484/A33018484_I4.jpeg,Exterior
358,-0.7113803854875284/33018484/A33018484_I3.jpeg,dining_room
359,-0.7113803854875284/33018484/A33018484_I1.jpeg,living_room
360,-0.496855985836674/32032230/A32032230_I2.jpeg,bathroom
361,-0.496855985836674/32032230/A32032230_I3.jpeg,living_room
362,-0.496855985836674/32032230/A32032230_I0.jpeg,bedroom
363,-0.496855985836674/32032230/A32032230_I4.jpeg,bathroom
364,-0.496855985836674/32032230/A32032230_I1.jpeg,bedroom
365,0.4966413597025652/29304549/A29304549_I3.jpeg,kitchen
366,0.4966413597025652/29304549/A29304549_I2.jpeg,bedroom
367,0.4966413597025652/29304549/A29304549_I0.jpeg,living_room
368,0.4966413597025652/29304549/A29304549_I1.jpeg,bedroom
369,0.4966413597025652/29304549/A29304549_I4.jpeg,bathroom
370,0.1798981472802826/31483156/A31483156_I4.jpeg,bedroom
371,0.1798981472802826/31483156/A31483156_I0.jpeg,dining_room
372,0.1798981472802826/31483156/A31483156_I1.jpeg,living_room
373,0.1798981472802826/31483156/A31483156_I3.jpeg,living_room
374,0.1798981472802826/31483156/A31483156_I2.jpeg,bedroom
375,-0.073235544217687/30288174/A30288174_I3.jpeg,living_room
376,-0.073235544217687/30288174/A30288174_I0.jpeg,bedroom
377,-0.073235544217687/30288174/A30288174_I4.jpeg,kitchen
378,-0.073235544217687/30288174/A30288174_I2.jpeg,bedroom
379,-0.073235544217687/30288174/A30288174_I1.jpeg,bedroom
380,-0.4741462805011405/36807944/A36807944_I1.jpeg,bedroom
381,-0.4741462805011405/36807944/A36807944_I2.jpeg,bedroom
382,-0.4741462805011405/36807944/A36807944_I3.jpeg,bedroom
383,-0.4741462805011405/36807944/A36807944_I0.jpeg,bathroom
384,-0.4741462805011405/36807944/A36807944_I4.jpeg,bedroom
385,-0.4741462805011405/36801863/A36801863_I3.jpeg,kitchen
386,-0.4741462805011405/36801863/A36801863_I1.jpeg,bedroom
387,-0.4741462805011405/36801863/A36801863_I0.jpeg,bedroom
388,-0.4741462805011405/36801863/A36801863_I4.jpeg,bedroom
389,-0.4741462805011405/36801863/A36801863_I2.jpeg,bedroom
390,0.4686713471983043/21504803/A21504803_I4.jpeg,bedroom
391,0.4686713471983043/21504803/A21504803_I0.jpeg,living_room
392,0.4686713471983043/21504803/A21504803_I3.jpeg,Exterior
393,0.4686713471983043/21504803/A21504803_I2.jpeg,bedroom
394,0.4686713471983043/21504803/A21504803_I1.jpeg,bedroom
395,-0.0648178423962222/10118143/A10118143_I1.jpeg,kitchen
396,-0.0648178423962222/10118143/A10118143_I0.jpeg,living_room
397,-0.0648178423962222/10118143/A10118143_I4.jpeg,bathroom
398,-0.0648178423962222/10118143/A10118143_I3.jpeg,living_room
399,-0.0648178423962222/10118143/A10118143_I2.jpeg,bedroom
400,-0.0943407745060133/15779398/A15779398_I2.jpeg,living_room
401,-0.0943407745060133/15779398/A15779398_I4.jpeg,bathroom
402,-0.0943407745060133/15779398/A15779398_I0.jpeg,bedroom
403,-0.0943407745060133/15779398/A15779398_I3.jpeg,bathroom
404,-0.0943407745060133/15779398/A15779398_I1.jpeg,bathroom
405,-0.0943407745060133/18318533/A18318533_I3.jpeg,bedroom
406,-0.0943407745060133/18318533/A18318533_I0.jpeg,living_room
407,-0.0943407745060133/18318533/A18318533_I2.jpeg,living_room
408,-0.0943407745060133/18318533/A18318533_I4.jpeg,bedroom
409,-0.0943407745060133/18318533/A18318533_I1.jpeg,bathroom
410,1.8136337868480723/41003884/A41003884_I2.jpeg,bedroom
411,1.8136337868480723/41003884/A41003884_I3.jpeg,kitchen
412,1.8136337868480723/41003884/A41003884_I1.jpeg,kitchen
413,1.8136337868480723/41003884/A41003884_I4.jpeg,bathroom
414,1.8136337868480723/41003884/A41003884_I0.jpeg,living_room
415,1.8136337868480723/41000887/A41000887_I4.jpeg,living_room
416,1.8136337868480723/41000887/A41000887_I1.jpeg,living_room
417,1.8136337868480723/41000887/A41000887_I0.jpeg,living_room
418,1.8136337868480723/41000887/A41000887_I3.jpeg,kitchen
